Data_Arquivo,Horario_Entrada,Liga,Jogo,Metodo,Fonte_Dados,Odd_Exec,Responsabilidade_Sugerida_R$,Resultado_1_0,Placar_FT,Match_Tipo,Swap,Matched,Mes_Ref,Odd_Base,1/0,PnL_Linha,Lucro_Ciclo,Resets_Teto_Acum,__odd_signal,__result,__odd_exec,__liquidity,__date,Status_Execucao,Skip_Reason,Lucro_Acumulado,Base_Atual,Run_Atual,Level_Profit_Atual,Stake_Multiplier,Stake_Phase,Fold,Segmento,Estrategia
2026-03-02,15:00,POLAND 1,Zaglebie vs Wisla Plock,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,2x0,alias_exact,False,True,2026-03,10.53,1.0,0.0,38004.518723517984,2,10.53,1.0,10.53,,2026-03-02,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-05,16:30,EGYPT 1,Ceramica Cleopatra vs National Bank Egypt,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,2x2,alias_exact,False,True,2026-03,10.03,1.0,0.0,36848.32784590884,2,10.03,1.0,10.03,,2026-03-05,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-06,15:30,FRANCE 3,Stade Briochin vs Orleans,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,312.5,1.0,1x3,alias_exact,False,True,2026-03,8.43,1.0,0.0,37298.36940996428,2,8.43,1.0,8.43,,2026-03-06,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-06,20:30,CHILE 1,D. Concepcion vs Nublense,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.23,375.0,1.0,0x2,alias_exact,False,True,2026-03,8.23,1.0,0.0,37557.01394661712,2,8.23,1.0,8.23,,2026-03-06,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,11:00,ITALY 1,Bologna vs Verona,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,6.83,500.0,1.0,1x2,alias_exact,False,True,2026-03,6.83,1.0,0.0,39001.84386950057,2,6.83,1.0,6.83,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,12:15,SPAIN 1,Getafe vs Betis,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.03,375.0,1.0,2x0,alias_exact,False,True,2026-03,8.03,1.0,0.0,35564.372254914495,2,8.03,1.0,8.03,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,08:15,POLAND 1,Motor Lublin vs Gornik Zabrze,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,0x0,alias_exact,False,True,2026-03,10.53,1.0,0.0,38190.517687618136,2,10.53,1.0,10.53,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-08,09:30,ROMANIA 1,Otelul vs FC Hermannstadt,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,0x2,alias_exact,False,True,2026-03,10.03,1.0,0.0,38489.98154582482,2,10.03,1.0,10.03,,2026-03-08,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-09,16:45,FRANCE 2,Dunkerque vs Reims,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.23,437.5,1.0,1x1,alias_exact,False,True,2026-03,9.23,1.0,0.0,36861.49380396735,2,9.23,1.0,9.23,,2026-03-09,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-09,15:00,ROMANIA 1,CFR Cluj vs Dinamo Bucuresti,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,375.0,1.0,2x0,alias_exact,False,True,2026-03,10.03,1.0,0.0,36497.98902400086,2,10.03,1.0,10.03,,2026-03-09,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-12,19:00,BRAZIL 1,Remo vs Fluminense,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.63,312.5,1.0,0x2,alias_exact,False,True,2026-03,8.63,1.0,0.0,37298.128313586334,2,8.63,1.0,8.63,,2026-03-12,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,treino,Atual_Filtrada
2026-03-13,16:00,FRANCE 2,Nancy vs Le Mans,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,437.5,1.0,2x4,alias_exact,False,True,2026-03,8.43,1.0,0.0,38544.89554920134,2,8.43,1.0,8.43,,2026-03-13,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-13,08:35,CHINA 1,Wuhan Three Towns vs Dalian Yingbo,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.23,250.0,1.0,4x1,alias_exact,False,True,2026-03,9.23,1.0,0.0,37752.53591685324,2,9.23,1.0,9.23,,2026-03-13,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-13,12:30,ROMANIA 1,UTA Arad vs FC Hermannstadt,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,3x2,alias_exact,False,True,2026-03,10.53,1.0,0.0,37948.75837225722,2,10.53,1.0,10.53,,2026-03-13,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-14,10:00,SPAIN 1,Girona vs Ath Bilbao,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,10.03,250.0,1.0,3x0,alias_exact,False,True,2026-03,10.03,1.0,0.0,38834.02691755632,2,10.03,1.0,10.03,,2026-03-14,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-15,08:30,ITALY 1,Verona vs Genoa,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,8.83,312.5,1.0,0x2,alias_exact,False,True,2026-03,8.83,1.0,0.0,39201.99551087144,2,8.83,1.0,8.83,,2026-03-15,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-15,10:30,NORWAY 1,Kristiansund vs Brann,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.43,437.5,1.0,3x2,alias_exact,False,True,2026-03,9.43,1.0,0.0,35974.362725868654,2,9.43,1.0,9.43,,2026-03-15,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-16,16:30,SPAIN 2,Albacete vs Las Palmas,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.03,375.0,1.0,2x1,alias_exact,False,True,2026-03,9.03,1.0,0.0,37304.39205715631,2,9.03,1.0,9.03,,2026-03-16,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-16,18:00,CHILE 1,Union La Calera vs O'Higgins,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.83,437.5,1.0,3x3,alias_exact,False,True,2026-03,8.83,1.0,0.0,37728.52813521293,2,8.83,1.0,8.83,,2026-03-16,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.6,Fase_2_60pct,1,treino,Atual_Filtrada
2026-03-17,15:30,FRANCE 3,Stade Briochin vs Chateauroux,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.03,250.0,1.0,2x0,alias_exact,False,True,2026-03,9.03,1.0,0.0,38191.48613324112,2,9.03,1.0,9.03,,2026-03-17,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-19,13:00,BULGARIA 1,Spartak Varna vs Ludogorets,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.23,250.0,1.0,1x5,alias_exact,False,True,2026-03,8.23,1.0,0.0,38450.13066989395,2,8.23,1.0,8.23,,2026-03-19,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-19,20:00,PARAGUAY 1,Sportivo Trinidense vs Ameliano,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,312.5,1.0,1x1,alias_exact,False,True,2026-03,8.43,1.0,0.0,38734.36117349697,2,8.43,1.0,8.43,,2026-03-19,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-19,21:30,BRAZIL 1,Chapecoense-SC vs Corinthians,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,375.0,1.0,0x0,alias_exact,False,True,2026-03,8.43,1.0,0.0,39054.35958031248,2,8.43,1.0,8.43,,2026-03-19,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-20,13:00,BULGARIA 1,Slavia Sofia vs Botev Plovdiv,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,312.5,0.0,0x1,alias_exact,False,True,2026-03,10.03,0.0,0.0,36191.48613324112,2,10.03,0.0,10.03,,2026-03-20,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-20,13:30,SLOVENIA 1,Aluminij vs Maribor,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.23,250.0,1.0,1x1,alias_exact,False,True,2026-03,9.23,1.0,0.0,36418.70363020345,2,9.23,1.0,9.23,,2026-03-20,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-20,15:30,FRANCE 3,Versailles vs Fleury-Merogis,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.83,437.5,1.0,1x1,alias_exact,False,True,2026-03,8.83,1.0,0.0,36684.66127511529,2,8.83,1.0,8.83,,2026-03-20,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-20,16:00,FRANCE 2,Boulogne vs Nancy,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.03,375.0,1.0,0x0,alias_exact,False,True,2026-03,8.03,1.0,0.0,37016.25711546413,2,8.03,1.0,8.03,,2026-03-20,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-23,18:30,PARAGUAY 1,Sportivo Trinidense vs Recoleta,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,3x2,alias_exact,False,True,2026-03,10.53,1.0,0.0,37293.398864507,2,10.53,1.0,10.53,,2026-03-23,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-24,16:45,SCOTLAND 2,Raith vs Partick Thistle,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.63,250.0,1.0,0x2,alias_exact,False,True,2026-03,8.63,1.0,0.0,37673.51530012084,2,8.63,1.0,8.63,,2026-03-24,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-26,20:00,PARAGUAY 1,Recoleta vs Rubio Nu,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.03,250.0,1.0,1x0,alias_exact,False,True,2026-03,9.03,1.0,0.0,38078.95705242876,2,9.03,1.0,9.03,,2026-03-26,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-27,15:00,SPAIN 2,Cordoba vs Mirandes,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,9.83,250.0,1.0,2x2,alias_exact,False,True,2026-03,9.83,1.0,0.0,38490.59751782405,2,9.83,1.0,9.83,,2026-03-27,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-27,18:30,PARAGUAY 1,Nacional Asuncion vs Sp. Luqueno,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,312.5,1.0,3x2,alias_exact,False,True,2026-03,10.03,1.0,0.0,38697.6850039813,2,10.03,1.0,10.03,,2026-03-27,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Baseline_Sem_Filtro
2026-03-17,15:30,FRANCE 3,Stade Briochin vs Chateauroux,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.03,250.0,1.0,2x0,alias_exact,False,True,2026-03,9.03,1.0,0.0,38191.48613324112,2,9.03,1.0,9.03,,2026-03-17,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
2026-03-19,21:30,BRAZIL 1,Chapecoense-SC vs Corinthians,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.43,375.0,1.0,0x0,alias_exact,False,True,2026-03,8.43,1.0,0.0,39054.35958031248,2,8.43,1.0,8.43,,2026-03-19,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
2026-03-20,13:30,SLOVENIA 1,Aluminij vs Maribor,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,9.23,250.0,1.0,1x1,alias_exact,False,True,2026-03,9.23,1.0,0.0,36418.70363020345,2,9.23,1.0,9.23,,2026-03-20,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
2026-03-20,15:30,FRANCE 3,Versailles vs Fleury-Merogis,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.83,437.5,1.0,1x1,alias_exact,False,True,2026-03,8.83,1.0,0.0,36684.66127511529,2,8.83,1.0,8.83,,2026-03-20,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
2026-03-20,16:00,FRANCE 2,Boulogne vs Nancy,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,8.03,375.0,1.0,0x0,alias_exact,False,True,2026-03,8.03,1.0,0.0,37016.25711546413,2,8.03,1.0,8.03,,2026-03-20,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
2026-03-23,18:30,PARAGUAY 1,Sportivo Trinidense vs Recoleta,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.53,312.5,1.0,3x2,alias_exact,False,True,2026-03,10.53,1.0,0.0,37293.398864507,2,10.53,1.0,10.53,,2026-03-23,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
2026-03-27,15:00,SPAIN 2,Cordoba vs Mirandes,Lay_CS_1x0_B365,api_diaria_cruzada_betfair,9.83,250.0,1.0,2x2,alias_exact,False,True,2026-03,9.83,1.0,0.0,38490.59751782405,2,9.83,1.0,9.83,,2026-03-27,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
2026-03-27,18:30,PARAGUAY 1,Nacional Asuncion vs Sp. Luqueno,Lay_CS_0x1_B365,api_diaria_cruzada_betfair,10.03,312.5,1.0,3x2,alias_exact,False,True,2026-03,10.03,1.0,0.0,38697.6850039813,2,10.03,1.0,10.03,,2026-03-27,SKIPPED,liquidity_missing,0.0,500.0,500.0,0.0,0.3,Fase_1_30pct,1,teste,Atual_Filtrada
